지역명,도로명,차선,최고속도
용산구,우사단로10길,1,30
광진구,천호대로,5,50
중랑구,사가정로,3,50
도봉구,노해로,2,50
도봉구,방학로,3,50
도봉구,마들로,2,60
도봉구,시루봉로2길,1,30
강동구,풍산로,2,30
송파구,법원로9길,1,30
동작구,현충로,2,70
영등포구,노들로,2,30
중구,을지로,3,50
서초구,양재대로,4,60
서초구,반포대로39길,1,10
서대문구,연희로,1,40
구로구,서부간선도로,2,50
강남구,광평로51길,1,30
성북구,화랑로,4,50
동작구,여의대방로36길,1,30
강동구,성안로,1,40
서대문구,이화여대길,1,20
서초구,경부고속도로,4,80
성북구,보문로32길,1,30
관악구,낙성대역길,1,50
노원구,초안산로,3,60
금천구,서부간선도로,2,80
금천구,가산디지털2로,2,40
양천구,목동동로,2,50
종로구,대학로,2,50
양천구,목동중앙남로9가길,1,30
송파구,잠실로,3,50
서초구,양재천로.인접길,1,40
강서구,강서로62길,2,30
성동구,아차산로,3,60
용산구,원효로71길,1,30
동대문구,고산자로56길,1,10
양천구,남부순환로,1,30
양천구,목동서로,1,30
양천구,목동중앙북로8다길,1,10
양천구,곰달래로5길,1,30
성북구,보문로34길,1,30
강남구,논현로16길,1,30
은평구,가좌로12길,1,30
종로구,자하문로,1,50
양천구,도림천로,1,50
노원구,초안산로3길,1,30
강북구,삼양로,2,50
노원구,한글비석로24바길,1,10
마포구,서강로,4,50
마포구,방울내로,1,30
강남구,도산대로,6,50
강서구,양천로67가길,1,30
송파구,위례중앙로,1,50
용산구,이촌로,2,50
중구,소공로,2,50
도봉구,시루봉로1길,1,10
도봉구,도봉로150마길,1,30
중랑구,신내역로3길,1,30
동작구,동작대로27길,1,30
송파구,올림픽대로,1,40
구로구,경인로67가길,1,30
용산구,이촌로65가길,1,30
동대문구,답십리로,3,60
종로구,자하문로26길,1,30
강서구,초록마을로,1,30
성동구,독서당로,2,50
성동구,행당로,2,40
광진구,긴고랑로,1,30
동대문구,천호대로,3,50
송파구,충민로6길,1,30
강남구,올림픽대로,4,80
강서구,강서로,1,30
성동구,무학로,2,50
강동구,천호대로,4,50
강서구,하늘길,2,30
광진구,강변북로,4,80
강남구,도곡로37길,1,30
금천구,벚꽃로18길,1,30
서대문구,증가로,1,30
관악구,양녕로,2,30
영등포구,의사당대로,4,50
노원구,섬밭로,1,30
구로구,가마산로,1,60
구로구,구일로8길,1,40
서초구,청계산로,1,50
영등포구,경인로77길,1,50
서초구,효령로,3,50
강서구,화곡로31나길,1,40
송파구,삼학사로,2,50
영등포구,노들로,2,50
노원구,동일로,3,50
노원구,노원로18길,2,50
강동구,동남로,3,50
은평구,연서로,3,50
송파구,백제고분로,1,50
중랑구,망우로91길,1,40
송파구,강동대로,1,40
강서구,방화대로,3,50
송파구,새말로,1,40
송파구,성내천로,1,30
강서구,화곡로65길,1,10
강서구,마곡중앙8로7길,1,30
마포구,신촌로34길,1,30
마포구,토정로32길,1,50
구로구,신도림로21가길,1,30
송파구,삼학사로,2,50
강북구,오현로32길,1,30
용산구,장충단로,2,50
동대문구,사가정로,3,60
용산구,이촌로,1,10
서대문구,통일로,1,50
마포구,하늘공원로,1,30
마포구,희우정로,1,30
용산구,이태원로,2,50
동대문구,답십리로,3,60
마포구,가양대로,3,50
강동구,명일로,1,40
광진구,자양로4길,1,30
중랑구,겸재로,2,50
양천구,목동중앙북로8길,1,10
광진구,강변북로,1,30
관악구,미성3길,1,10
서초구,방배천로,2,60
강북구,한천로132길,1,30
관악구,관천로,1,50
강남구,자곡로,2,30
마포구,독막로,3,60
관악구,남부순환로,4,50
양천구,신정로7길,1,30
강남구,봉은사로114길,2,30
관악구,난곡로,3,30
종로구,세종대로,5,50
금천구,기아로,1,10
강남구,개포로,2,50
성동구,장터길,1,40
은평구,은평로16길,1,30
종로구,세검정로,2,50
용산구,이촌로,3,50
서초구,압구정로,3,50
동대문구,천호대로77길,1,10
성북구,정릉로24길,1,10
강남구,밤고개로26길,1,30
강북구,오현로,1,30
강남구,압구정로46길,1,30
중랑구,용마산로,2,50
송파구,위례대로,3,50
서대문구,수색로,1,30
중구,을지로,3,50
광진구,천호대로,4,50
강남구,밤고개로,3,60
송파구,분당수서로,3,80
관악구,양녕로,2,30
강서구,올림픽대로,4,80
양천구,목동로,3,50
성동구,왕십리광장로,2,30
중구,통일로,3,50
서초구,마방로6길,1,30
중구,을지로,3,50
노원구,월계로42길,1,30
송파구,송이로,2,30
관악구,관천로,2,50
중구,칠패로,3,50
구로구,구로중앙로40길,1,30
종로구,자하문로,3,50
관악구,성현로,2,30
용산구,서빙고로,3,50
강남구,헌릉로571길,1,40
강서구,금낭화로17길,1,30
용산구,이촌로,2,50
용산구,소월로,4,50
서대문구,증가로25길,1,40
용산구,이촌로54길,1,30
용산구,우사단로,1,30
성동구,강변북로,1,40
강서구,금낭화로,2,30
영등포구,영중로,1,30
강남구,압구정로,3,50
서대문구,연희로32길,1,10
서초구,잠원로,3,50
강남구,압구정로18길,1,30
송파구,감일남로,3,50
강동구,고덕로62길,1,30
강남구,봉은사로,3,50
동작구,신대방1가길,1,30
송파구,올림픽대로,2,40
영등포구,올림픽대로,1,60
도봉구,도봉로180나길,1,30
양천구,목동중앙북로8길,1,10
금천구,벚꽃로,2,40
종로구,새문안로3길,2,30
강동구,아리수로,2,50
영등포구,경인로77길,1,10
송파구,마천로,2,40
강북구,오패산로,1,30
종로구,종로5길,1,30
노원구,월계로,3,50
강북구,인수봉로55길,1,10
강북구,덕릉로41길,1,30
강북구,오현로,2,30
동대문구,답십리로65길,1,30
노원구,동일로239가길,1,30
서대문구,모래내로15길,2,30
마포구,토정로,2,50
강남구,테헤란로19길,2,60
구로구,구로중앙로42길,1,30
마포구,월드컵로,1,60
강동구,천호대로,4,50
서초구,강남대로,1,50
양천구,목동서로,2,50
영등포구,여의대로,5,60
강서구,금포로,1,50
영등포구,선유동1로,2,30
송파구,양산로,2,60
강남구,삼성서울병원내부도로,3,60
마포구,성산로,3,60
마포구,월드컵북로60길,3,50
강북구,삼양로,2,30
송파구,올림픽선수촌아파트내부길,1,30
강북구,삼양로181길,1,50
양천구,국회대로,1,50
송파구,삼전로2길,2,40
종로구,율곡로,3,50
종로구,종로,2,50
송파구,위례광장로2길,1,30
송파구,올림픽대로,1,40
용산구,백범로90길,1,60
서초구,경부고속도로,1,50
금천구,서부간선도로,2,80
영등포구,신풍로,2,60
종로구,명륜길,1,10
강서구,강서로,3,50
마포구,농수산시장로,3,50
마포구,증산로,3,50
강남구,광평로,3,60
관악구,문성로,2,50
서초구,신반포로,3,50
강남구,언주로,4,60
송파구,송파대로,4,60
도봉구,마들로,2,50
강동구,양재대로.아리수로46길,1,30
서초구,나루터로4길,1,30
강남구,압구정로,3,50
은평구,연서로3길,1,30
종로구,진흥로,3,50
구로구,광남로,2,50
은평구,통일로,3,50
광진구,뚝섬로,1,40
강서구,김포공항내부도로,1,30
구로구,신도림로19길,1,30
서초구,형촌길,1,30
서초구,고무래로,2,30
강남구,동부간선도로,1,40
중구,남대문로,2,50
중구,서소문로9길,1,30
용산구,이촌로,2,50
영등포구,버드나루로4길,1,10
광진구,광나루로56길,3,40
강북구,숭인로7길,1,40
송파구,중대로,3,50
강서구,강서로18길,1,30
강남구,삼성로126길,1,30
강남구,도산대로94길,1,30
강남구,도산대로,4,50
강동구,고덕로83길,1,30
구로구,새말로,1,30
성동구,왕십리로,3,50
광진구,강변북로,4,80
서초구,사평대로,1,50
영등포구,신길로,2,50
강서구,공항대로43길,1,30
영등포구,영중로,3,50
중랑구,송림길,1,30
영등포구,문래로,1,30
양천구,목동로,3,50
중구,장충단로,3,50
용산구,한강대로,4,50
용산구,녹사평대로,1,40
영등포구,문래로,2,50
송파구,위례북로4길,1,30
서대문구,가좌로,2,50
송파구,중대로9길,1,30
강서구,양천로69길,1,30
은평구,진관길,1,40
도봉구,도당로,2,30
도봉구,우이천로,1,40
마포구,서강로,4,50
양천구,신정로11길,1,30
송파구,천호대로,3,50
강남구,올림픽대로,4,80
강북구,도봉로,3,50
강남구,봉은사로,2,50
구로구,서부간선도로,1,80
서대문구,통일로,3,50
서대문구,모래내로,1,30
용산구,독서당로,2,50
광진구,광나루로39길,1,30
구로구,고척로27길,1,10
서초구,양재대로2길,1,30
금천구,디지털로,2,50
노원구,섬밭로,2,30
양천구,안양천로,2,50
강서구,인천국제공항고속도로,2,50
서초구,방배천로,1,30
서초구,태봉로,3,50
강남구,밤고개로,3,60
강남구,삼성로,3,60
강서구,방화대로6길,1,40
강서구,초원로,1,30
강서구,양천로30길,1,10
영등포구,영등포로,3,50
강남구,압구정로,3,50
송파구,마천로15길,1,40
용산구,여의대방로,2,60
강남구,선릉로85길,1,30
서대문구,통일로48길,1,10
마포구,마포대로,4,50
종로구,수표로,1,30
송파구,한가람로,2,40
마포구,마포대로,1,30
마포구,마포대로20길,1,30
양천구,공항대로,4,50
도봉구,마들로11길,2,40
구로구,경인로,2,50
강서구,초록마을로,1,10
영등포구,여의공원로,1,50
마포구,창전로,2,40
관악구,난향길,1,30
강북구,인수봉로20가길,1,10
서대문구,연희로,1,40
마포구,독막로,3,60
영등포구,버드나루로19길,1,10
성동구,언주로,4,60
강서구,동양로,1,40
성북구,성북로23길,1,10
서초구,잠원로8길,1,30
노원구,동일로,3,50
영등포구,국회대로76길,2,40
영등포구,도신로,2,50
강서구,공항대로59다길,1,10
성북구,오패산로4길,1,50
강서구,강서로80길,1,10
도봉구,도봉로170길,2,50
서초구,반포대로,2,50
강남구,역삼로,2,60
양천구,목동남로,2,40
성북구,솔샘로15길,1,30
광진구,능동로4길,1,30
마포구,농수산시장로,3,50
성북구,월계로,3,50
강서구,공항대로,3,50
중랑구,동일로,1,50
서초구,효령로33길,1,30
영등포구,여의대로,5,60
도봉구,우이천로34길,1,30
관악구,난곡로,3,50
용산구,청파로,1,40
강서구,월정로30길,1,30
양천구,오목로,3,60
강남구,양재천로,1,30
중랑구,신내로,3,50
송파구,올림픽로,4,50
영등포구,공항대로,2,40
영등포구,도림천로,4,50
중랑구,북부간선도로,2,70
동대문구,동부간선도로,1,40
구로구,경인로3길,1,30
서초구,경부고속도로,1,40
도봉구,마들로20길,1,30
강서구,송정로,1,30
노원구,누원로,2,30
양천구,신월로,1,50
구로구,경인로,1,30
송파구,동남로20길,1,40
서초구,성촌길,1,30
성북구,동소문로,4,50
강서구,금낭화로,2,50
송파구,백제고분로,3,50
용산구,원효로,2,50
광진구,면목로,1,30
금천구,벚꽃로18길,1,30
동작구,등용로,1,30
영등포구,도림로128길,1,30
성북구,길음로15길,1,30
구로구,고척로21길,1,30
중랑구,봉화산로,1,30
성북구,정릉로44길,1,30
송파구,중대로,3,50
강북구,오현로9길,1,30
강남구,논현로51길,1,30
구로구,개봉로2길.인접길,1,40
송파구,송파대로,3,50
마포구,동교로,2,50
강남구,학동로,3,60
중구,을지로,3,50
종로구,종로,3,50
영등포구,영신로,2,30
중랑구,신내로,2,50
강북구,한천로,3,50
양천구,월정로,1,30
강서구,강서로,1,60
강북구,오현로31길,1,30
서초구,효령로55길,1,30
중구,퇴계로,1,30
은평구,응암로,2,50
마포구,포은로,1,30
용산구,서빙고로,3,50
서초구,반포대로16길,1,30
영등포구,올림픽대로,1,40
강남구,언주로,4,60
송파구,수도권제1순환고속도로,3,50
영등포구,양평로28길,1,30
종로구,사직로,3,50
구로구,경인로,3,50
송파구,성내천로,1,30
송파구,올림픽로,4,50
은평구,증산로23길,1,30
영등포구,영등포로,3,50
송파구,중대로2길,2,40
동작구,올림픽대로,1,40
강동구,동남로,3,50
동작구,흑석로,1,50
강서구,등촌로13아길,1,10
영등포구,경인로,4,50
영등포구,도림로,2,50
중랑구,숙선옹주로,2,30
강북구,도봉로,3,50
중구,통일로,4,50
동작구,상도로55길,1,10
마포구,월드컵북로56길,1,40
강남구,양재대로,4,70
강서구,공항대로,4,50
강북구,도봉로,3,50
강동구,고덕로,2,50
강서구,가로공원로76가길,1,10
관악구,낙성대역길,1,50
용산구,한남대로,1,30
서초구,강남순환도시고속도로,3,80
송파구,올림픽로12길,1,30
종로구,율곡로,3,50
성동구,하정로,1,30
광진구,천호대로,5,50
강남구,언주로,4,50
강남구,영동대로,4,60
서대문구,가재울로.모래내로15길,1,30
강서구,개화동로,5,50
중구,소월로,2,50
강남구,광평로,3,60
관악구,원신길,1,30
광진구,능동로,2,50
강서구,방화대로47길,2,30
서대문구,독립문공원길,1,30
강남구,남부순환로365길,1,30
중랑구,망우로,3,50
강서구,남부순환로,1,10
서대문구,경기대로,1,40
구로구,공원로6길,3,30
양천구,목동서로,2,50
성동구,마장로,3,60
영등포구,문래로,1,30
중랑구,동일로,3,50
양천구,신정로13길,1,30
서초구,분당내곡간도시고속화도로,3,80
서초구,형촌길,1,30
동대문구,사가정로,4,30
동작구,노량진로,3,50
금천구,강남순환도시고속도로,4,80
중랑구,동부간선도로,1,40
중랑구,봉화산로30길,1,30
관악구,은천로,2,50
중랑구,신내역로3길,1,30
마포구,토정로,2,50
종로구,종로,2,50
중구,남대문시장10길,2,50
중구,장충단로8길,1,30
중구,필동로,1,30
동작구,올림픽대로,2,40
강서구,강서농산물도매시장내부길,2,10
동대문구,장한로,3,30
동대문구,제기로,2,60
구로구,경인로65길,1,30
성북구,보문로,2,50
영등포구,도림천로,3,50
강서구,마곡서로,1,30
양천구,신월여의지하도로,2,80
